9,10,11,0,1,0,9,3,4,3,6,7,8,2
8,9,10,1,1,2,1,1,0,9,3,2,3,0
3,4,5,4,8,7,6,6,5,4,9,8,7,7
3,4,5,4,3,2,3,6,5,4,9,8,7,2
8,9,10,1,3,4,3,8,9,8,9,0,9,4
